baseline	1	233574	0.16025894999999998	17
baseline	2	232356	0.15230139999999998	17
baseline	3	258774	0.1667669	18
halo	1	383082	0.20567255	23
halo	2	384470	0.20720840000000001	23
halo	3	486891	0.2719096999999999	26
